					5G v 5G								4G v 4G								5G v 4G								4G v 5G								
J	P	Name	Team	GP	TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		TOI (min)	Raw Delta	Delta	Delta QS	Delta QO	Delta QT	Delta SOT		
6	D	DAVID SCHLEMKO	pho	48	642	4.3	4.2	-0.1	-0.5	2.4	6.0		10	0.3	0.3	0.0	-0.0	0.0	0.3		47	4.5	-0.1	0.3	0.4	-0.3	0.3		82	-9.4	-1.5	-0.0	-0.0	0.8	-0.7		
8	C	GILBERT BRULE	pho	3	34	-0.5	-0.5	-0.2	-0.2	0.1	-0.7		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.1	0.0	-0.0	-0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
10	R	MARTIN ERAT	pho	17	218	-1.6	-1.6	0.1	0.5	1.0	-0.1		5	-0.0	-0.0	-0.0	0.0	-0.0	0.0		5	0.5	-0.0	0.1	-0.1	-0.0	-0.0		9	-0.8	0.2	0.1	-0.0	0.1	0.3		
11	C	MARTIN HANZAL	pho	65	902	-4.1	-4.1	0.0	0.8	3.1	-0.2		41	0.3	0.3	-0.1	0.1	0.1	0.3		172	17.4	0.8	-0.5	0.5	-1.4	-0.7		76	-7.7	-0.3	-0.1	-0.2	0.8	0.1		
12	L	PAUL BISSONNETTE	pho	39	189	2.7	2.7	-0.1	-0.9	0.6	2.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
14	C	JEFF HALPERN	pho	69	557	-3.7	-3.7	1.9	-1.0	1.9	-0.8		3	0.1	0.1	0.1	-0.0	0.0	0.2		3	0.1	-0.2	0.2	0.0	-0.0	0.0		130	-13.3	-0.8	0.4	0.3	1.2	1.1		
16	D	ROSTISLAV KLESLA	pho	25	323	0.2	0.2	-0.2	-0.6	1.1	0.6		9	-0.8	-0.8	-0.0	0.1	0.1	-0.7		1	0.1	-0.1	0.0	-0.0	-0.0	-0.1		46	-5.7	-1.2	-0.0	-0.3	0.4	-1.1		
17	R	RADIM VRBATA	pho	80	1122	-5.1	-5.1	-0.2	1.1	4.2	-0.0		50	-0.1	-0.1	-0.1	0.2	0.1	0.1		208	21.8	1.8	-0.1	0.2	-1.5	0.4		33	-4.1	-0.8	-0.5	-0.3	0.3	-1.4		
18	R	DAVID MOSS	pho	79	934	-2.0	-2.0	-1.2	-0.4	3.9	0.3		10	-0.3	-0.3	0.1	0.0	0.0	-0.2		30	2.4	-0.6	0.3	0.2	-0.2	-0.3		165	-19.5	-3.6	0.4	0.6	1.7	-0.8		
19	R	SHANE DOAN	pho	69	1036	-4.4	-4.4	-0.7	1.4	4.1	0.4		39	0.4	0.4	0.0	0.1	0.1	0.6		180	19.8	2.4	-0.7	-0.2	-1.2	0.4		3	-0.4	-0.1	-0.0	-0.0	0.0	-0.1		
20	D	CHRIS SUMMERS	pho	18	238	-3.4	-3.4	0.1	0.3	0.9	-2.0		0	0.0	-0.0	0.0	0.0	-0.0	0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		33	-4.5	-1.3	0.0	0.3	0.2	-0.8		
21	C	ANDY MIELE	pho	7	61	-1.7	-1.7	-0.1	0.0	0.3	-1.5		2	0.1	0.1	-0.0	-0.0	0.0	0.0		2	0.3	0.1	0.0	-0.0	-0.0	0.1		0	0.0	0.0	0.0	0.0	0.0	0.0		
22	L	LUCAS LESSIO	pho	3	34	-1.0	-1.0	-0.1	0.2	0.1	-0.8		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
23	D	OLIVER EKMAN-LARSSON	pho	80	1388	-7.9	-7.9	0.4	2.8	4.3	-0.3		68	0.6	0.6	0.0	0.1	0.1	0.9		305	33.8	4.4	-1.1	0.1	-2.1	1.4		213	-22.8	-2.3	0.4	0.4	1.9	0.3		
24	C	KYLE CHIPCHURA	pho	80	761	-5.1	-5.1	1.7	-1.2	2.8	-1.8		9	-0.2	-0.2	-0.0	0.0	0.0	-0.2		1	0.1	-0.1	0.0	-0.0	-0.0	-0.0		3	-0.4	-0.0	-0.1	0.0	0.0	-0.1		
26	D	MICHAEL STONE	pho	70	1048	-13.4	-13.4	-0.9	-0.2	3.6	-10.9		25	-1.2	-1.2	-0.1	0.2	0.1	-1.0		85	8.5	0.3	0.3	0.1	-0.7	0.1		99	-11.6	-2.1	-0.5	0.0	1.0	-1.6		
28	L	LAURI KORPIKOSKI	pho	64	823	-8.1	-8.1	-0.4	1.0	3.2	-4.3		14	-0.1	-0.1	0.1	-0.0	0.0	-0.0		49	5.5	0.8	0.5	-0.4	-0.4	0.5		128	-11.3	1.0	-0.1	0.7	1.2	2.8		
29	R	JORDAN SZWARZ	pho	26	194	-1.3	-1.3	0.3	-0.3	0.7	-0.7		0	0.0	-0.0	-0.0	0.0	-0.0	-0.0		0	0.0	-0.0	0.0	-0.0	0.0	0.0		26	-2.8	-0.3	-0.1	-0.2	0.2	-0.4		
32	R	BRANDON YIP	pho	2	15	0.3	0.3	0.0	-0.0	0.0	0.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
33	D	BRANDON GORMLEY	pho	5	69	0.2	0.2	-0.0	0.2	0.3	0.6		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	0.2	0.0	-0.0	-0.1	-0.0	-0.1		3	-0.8	-0.5	-0.0	0.1	0.0	-0.4		
34	L	TIM KENNEDY	pho	37	431	0.2	0.2	-0.1	-1.0	1.4	0.6		3	0.0	0.0	0.0	0.0	0.0	0.1		1	0.0	-0.2	0.0	-0.1	-0.0	-0.2		1	-0.3	-0.1	-0.1	-0.0	0.0	-0.1		
36	C	ROB KLINKHAMMER	pho	72	787	2.0	1.9	-0.2	0.1	3.0	4.9		0	0.0	-0.0	0.0	0.0	0.0	0.1		5	0.8	0.3	0.1	0.0	-0.0	0.4		15	-1.8	-0.3	-0.1	-0.1	0.1	-0.4		
38	C	BRANDON MCMILLAN	pho	22	254	-0.6	-0.6	-0.1	0.4	1.1	0.8		1	0.0	-0.0	0.0	-0.0	-0.0	-0.0		1	-0.1	-0.2	0.1	0.0	-0.0	-0.1		17	-2.0	-0.3	-0.2	0.1	0.2	-0.1		
44	C	CHRIS BROWN	pho	6	43	-0.7	-0.7	-0.0	0.0	0.1	-0.6		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	0.0	-0.1	0.1	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
50	C	ANTOINE VERMETTE	pho	82	1112	-7.2	-7.2	1.2	2.0	4.2	0.1		49	-1.6	-1.6	0.0	0.2	0.3	-1.0		191	20.3	1.9	-0.5	-0.1	-1.2	-0.0		167	-21.5	-5.4	0.1	0.6	1.3	-3.4		
53	D	DEREK MORRIS	pho	63	1028	-7.7	-7.7	0.3	-0.9	4.3	-4.1		50	0.1	0.1	-0.1	0.3	0.3	0.5		31	2.2	-0.8	0.2	-0.1	-0.2	-0.9		106	-10.6	-0.4	-0.3	0.1	1.2	0.5		
63	C	MIKE RIBEIRO	pho	80	1100	-2.5	-2.5	-3.7	-0.3	4.2	-2.4		42	0.3	0.3	-0.1	0.4	0.1	0.7		244	27.3	3.8	-0.3	0.6	-1.6	2.5		10	-0.6	0.4	-0.0	-0.1	0.1	0.4		
89	L	MIKKEL BOEDKER	pho	82	1153	-9.9	-9.9	0.0	1.5	3.9	-4.4		36	-1.1	-1.1	-0.1	0.1	0.4	-0.8		170	17.2	0.9	-0.5	0.0	-1.1	-0.7		19	-2.5	-0.6	-0.3	-0.1	0.2	-0.8		
2	D	MATT NISKANEN	pit	81	1327	12.8	12.8	-0.1	-0.1	-4.4	8.2		66	1.2	1.2	-0.2	-0.2	-0.2	0.7		230	26.8	4.7	-0.8	0.4	-4.9	-0.6		56	-6.7	-1.3	-0.3	0.1	0.7	-0.9		
3	D	OLLI MAATTA	pit	78	1185	9.0	9.0	-0.3	-0.4	-4.3	3.9		59	-0.5	-0.5	-0.1	0.0	-0.3	-0.7		89	8.6	-0.0	0.8	-0.1	-1.2	-0.5		83	-8.2	-0.2	-0.3	0.2	1.2	0.9		
4	D	ROB SCUDERI	pit	53	836	-0.4	-0.4	-0.0	0.1	-2.2	-2.6		28	-0.8	-0.8	-0.1	0.0	-0.2	-1.1		1	0.0	-0.1	-0.0	-0.0	-0.0	-0.2		133	-16.4	-3.5	-0.2	0.6	1.8	-1.3		
5	D	DERYK ENGELLAND	pit	56	679	-1.8	-1.8	0.5	-0.5	-1.6	-3.3		8	-0.3	-0.3	0.0	0.0	-0.0	-0.3		9	0.6	-0.2	0.2	0.1	-0.1	0.0		46	-6.9	-2.5	-0.1	0.2	0.6	-1.7		
7	D	PAUL MARTIN	pit	39	700	3.7	3.7	0.4	-0.4	-2.6	1.1		28	0.6	0.6	0.1	-0.2	-0.1	0.3		114	17.2	6.2	-0.8	-0.3	-2.5	2.8		101	-10.9	-1.1	0.5	0.2	0.9	0.5		
8	D	BRIAN DUMOULIN	pit	6	83	0.1	0.1	-0.1	-0.2	-0.1	-0.4		6	0.1	0.1	-0.0	-0.1	-0.0	-0.1		12	1.5	0.2	0.1	-0.1	-0.2	0.1		6	-0.1	0.6	-0.1	0.2	0.0	0.7		
9	L	PASCAL DUPUIS	pit	39	574	10.4	10.4	0.1	0.3	-3.3	7.6		15	0.1	0.1	0.0	0.0	-0.1	0.0		9	0.4	-0.5	0.3	0.1	-0.1	-0.2		63	-7.9	-1.8	-0.1	0.6	0.6	-0.7		
12	R	CHUCK KOBASEW	pit	33	329	1.5	1.5	0.4	-0.6	-0.6	0.6		0	-0.1	-0.1	-0.0	-0.0	0.0	-0.1		20	1.7	-0.2	0.3	0.2	-0.2	0.1		14	-3.5	-2.1	-0.2	0.0	0.2	-2.0		
14	L	CHRIS KUNITZ	pit	78	1122	15.3	15.3	-0.6	1.5	-6.8	9.4		43	-0.2	-0.2	-0.1	-0.0	-0.1	-0.4		283	37.5	10.3	-2.0	0.1	-6.4	1.9		12	0.2	1.4	-0.4	-0.0	0.1	1.1		
15	L	TANNER GLASS	pit	67	692	-4.9	-4.9	1.3	-0.9	-0.5	-5.1		1	0.1	0.1	-0.0	-0.0	-0.0	0.1		1	0.3	0.1	0.1	-0.0	-0.0	0.2		99	-12.3	-2.7	-0.7	0.2	1.3	-1.9		
16	C	BRANDON SUTTER	pit	81	959	-2.1	-2.1	1.4	-0.5	-1.1	-2.3		31	0.6	0.6	0.2	0.1	-0.0	0.8		74	7.0	-0.1	0.8	0.0	-0.9	-0.3		179	-18.8	-1.5	1.1	0.9	2.2	2.7		
17	C	DUSTIN JEFFREY	pit	10	91	0.5	0.5	-0.0	-0.4	-0.2	-0.1		0	0.0	-0.0	-0.0	0.0	-0.0	-0.0		6	0.5	-0.2	0.0	-0.1	-0.1	-0.3		2	0.2	0.5	-0.1	0.0	0.0	0.4		
17	L	TAYLOR PYATT	pit	34	356	-5.8	-5.8	0.1	-0.2	-0.5	-6.4		0	0.0	0.0	0.0	0.0	-0.0	-0.0		16	1.1	-0.6	0.1	0.1	-0.2	-0.5		1	-0.1	0.0	0.0	-0.0	0.0	-0.0		
18	L	JAMES NEAL	pit	59	815	8.0	8.0	-1.0	0.9	-3.3	4.7		40	1.3	1.3	-0.2	-0.1	-0.2	0.8		219	27.6	6.5	-1.4	0.4	-5.0	0.5		1	-0.1	0.1	-0.0	0.0	0.0	0.1		
19	R	BEAU BENNETT	pit	21	260	0.8	0.8	-0.6	-0.1	-1.1	-1.1		5	-0.3	-0.3	0.0	0.0	-0.0	-0.3		23	2.9	0.7	0.5	-0.1	-0.3	0.7		0	0.0	0.0	0.0	0.0	0.0	0.0		
22	R	MATT D'AGOSTINI	pit	8	82	0.9	0.9	-0.3	-0.1	-0.3	0.2		0	0.0	-0.0	0.0	0.0	-0.0	0.0		3	0.3	0.0	0.1	-0.0	-0.0	0.1		0	0.0	0.0	0.0	0.0	0.0	0.0		
22	R	LEE STEMPNIAK	pit	21	287	-0.7	-0.7	0.1	0.5	-1.3	-1.4		6	-0.2	-0.2	-0.1	-0.0	-0.0	-0.4		30	2.6	-0.3	0.3	0.2	-0.4	-0.2		9	-1.6	-0.6	-0.1	-0.0	0.1	-0.7		
23	R	CHRIS CONNER	pit	19	214	-1.8	-1.8	0.1	-0.3	-0.2	-2.1		2	0.1	0.1	0.0	-0.0	-0.0	0.1		5	0.4	-0.1	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
25	C	ANDREW EBBETT	pit	9	90	-1.5	-1.5	0.1	-0.1	-0.0	-1.5		0	0.1	0.1	-0.0	-0.0	-0.0	0.1		4	0.6	0.2	0.1	-0.1	-0.1	0.1		2	-0.9	-0.6	0.0	0.1	0.1	-0.5		
27	R	CRAIG ADAMS	pit	82	774	-4.2	-4.2	1.1	-1.1	-0.3	-4.4		2	-0.0	-0.0	0.0	0.0	-0.0	0.0		2	0.0	-0.2	0.1	0.0	-0.0	-0.1		236	-28.3	-5.5	1.1	0.5	2.4	-1.5		
32	R	PIERRE-LUC LETOURNEAU-LEBLOND	pit	1	5	-0.2	-0.2	0.0	-0.0	0.0	-0.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
36	L	JUSSI JOKINEN	pit	81	1026	8.1	8.1	-1.5	0.5	-3.6	3.5		39	-0.2	-0.2	-0.1	-0.1	-0.1	-0.5		173	21.1	4.4	0.2	-0.0	-3.2	1.3		2	-0.0	0.2	-0.0	-0.0	0.0	0.2		
38	C	ZACH SILL	pit	20	175	-4.2	-4.2	0.5	-0.2	-0.1	-4.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	0.0	-0.2	0.1	-0.0	-0.0	-0.1		31	-3.1	-0.1	-0.1	0.1	0.4	0.3		
39	L	HARRY ZOLNIERCZYK	pit	13	125	-0.6	-0.6	0.3	-0.5	-0.1	-0.9		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
40	C	NICK DRAZENOVIC	pit	1	7	0.0	0.0	0.0	-0.0	0.0	0.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.1	-0.0	-0.0	-0.0	-0.1		0	0.0	0.0	0.0	0.0	0.0	0.0		
41	D	ROBERT BORTUZZO	pit	54	755	1.5	1.5	0.2	-0.5	-1.7	-0.6		17	-0.0	-0.0	0.0	0.1	-0.0	0.1		2	0.2	0.0	0.0	-0.0	-0.0	0.0		65	-6.8	-0.5	-0.1	0.2	0.5	0.1		
44	D	BROOKS ORPIK	pit	72	1239	-1.4	-1.4	0.6	0.7	-4.4	-4.5		45	0.1	0.1	0.2	0.1	-0.2	0.1		10	0.6	-0.4	0.3	-0.1	-0.1	-0.4		201	-24.0	-4.7	0.8	1.0	2.4	-0.4		
45	C	ADAM PAYERL	pit	2	18	-0.1	-0.1	-0.0	-0.1	0.0	-0.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
46	C	JOE VITALE	pit	53	542	-0.3	-0.3	0.2	-1.4	-0.5	-2.0		4	0.0	0.0	0.0	-0.0	-0.0	-0.0		2	0.5	0.3	0.0	-0.0	0.0	0.3		32	-3.5	-0.4	-0.1	0.0	0.3	-0.1		
47	D	SIMON DESPRES	pit	34	503	2.8	2.8	-0.3	0.3	-1.0	1.8		17	0.3	0.3	-0.1	0.0	-0.1	0.2		23	1.9	-0.4	0.4	-0.0	-0.3	-0.3		24	-2.7	-0.3	-0.2	-0.0	0.3	-0.3		
49	C	BRIAN GIBBONS	pit	41	431	4.1	4.1	-0.3	0.3	-1.2	2.9		10	-0.1	-0.1	0.0	0.1	0.0	0.0		13	1.0	-0.3	0.2	0.1	-0.1	-0.2		21	-1.7	0.4	-0.2	0.1	0.3	0.6		
55	D	PHILIP SAMUELSSON	pit	5	73	-0.2	-0.2	-0.1	-0.3	-0.2	-0.7		0	0.0	0.0	0.0	0.0	-0.0	0.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		4	-0.3	0.1	-0.0	0.1	0.0	0.1		
57	C	MARCEL GOC	pit	12	123	-1.9	-1.9	0.7	0.0	-0.1	-1.3		0	-0.0	-0.0	0.0	0.0	-0.0	-0.0		5	0.7	0.1	0.1	-0.1	-0.1	0.1		27	-5.3	-2.6	-0.2	0.2	0.4	-2.2		
58	D	KRIS LETANG	pit	37	634	2.4	2.4	-0.6	0.2	-2.6	-0.6		32	1.0	1.0	0.1	-0.1	-0.0	0.9		130	17.1	4.6	-0.7	0.2	-3.1	1.1		70	-8.2	-1.5	0.0	-0.1	0.8	-0.8		
59	C	JAYSON MEGNA	pit	36	368	3.1	3.1	-0.6	-0.0	-0.6	1.8		3	-0.2	-0.2	-0.0	0.0	0.0	-0.1		0	0.0	-0.1	-0.0	-0.0	-0.0	-0.1		4	-0.7	-0.3	-0.0	0.0	0.1	-0.3		
71	C	EVGENI MALKIN	pit	60	879	7.1	7.1	-1.6	0.4	-3.7	2.2		42	1.0	1.0	-0.1	-0.1	-0.2	0.6		262	35.1	9.9	-1.7	0.3	-5.8	2.8		2	-0.4	-0.1	-0.1	0.0	0.0	-0.2		
87	C	SIDNEY CROSBY	pit	80	1272	18.9	18.9	-0.5	1.5	-6.8	13.1		63	0.0	0.0	0.1	-0.1	-0.3	-0.2		331	43.5	11.6	-1.8	0.2	-7.3	2.6		43	-3.4	0.8	0.5	-0.1	0.5	1.6		
5	D	JASON DEMERS	san	75	1158	11.3	11.3	-0.5	-1.1	-8.3	1.4		44	0.6	0.6	-0.0	-0.2	-0.3	0.1		139	15.9	2.5	0.3	-0.4	-2.4	-0.1		101	-4.7	5.0	0.1	0.1	-1.6	3.6		
7	D	BRAD STUART	san	61	1002	5.0	5.0	-0.2	0.1	-7.2	-2.3		38	0.4	0.4	0.0	-0.1	-0.2	0.1		6	0.6	-0.1	0.1	0.1	-0.0	0.0		118	-10.0	1.3	0.0	0.4	-1.8	-0.1		
8	C	JOE PAVELSKI	san	82	1129	14.7	14.7	-0.3	0.5	-8.8	6.2		42	-0.3	-0.3	-0.2	-0.1	-0.2	-0.8		277	37.4	10.7	-2.1	-0.5	-6.0	2.0		130	-11.4	1.1	1.1	0.7	-1.9	1.1		
9	R	MARTY HAVLAT	san	48	584	4.5	4.5	-1.2	-0.9	-4.2	-1.8		22	0.4	0.4	-0.1	0.1	-0.1	0.3		86	9.8	1.5	0.8	-0.8	-1.2	0.3		6	-0.5	0.1	-0.0	-0.0	-0.1	-0.0		
10	C	ANDREW DESJARDINS	san	81	788	-0.7	-0.7	-0.7	-2.1	-4.3	-7.8		7	-0.1	-0.1	0.1	0.0	-0.0	-0.1		5	0.4	-0.1	0.1	-0.0	-0.1	-0.1		92	-5.5	3.3	-0.7	-0.0	-1.5	1.2		
12	C	PATRICK MARLEAU	san	82	1170	11.9	11.9	0.8	1.6	-10.2	4.1		55	1.3	1.3	0.0	-0.2	-0.3	0.7		279	37.7	10.8	-1.8	-0.4	-5.9	2.6		138	-13.1	0.2	1.2	0.4	-2.3	-0.4		
13	L	RAFFI TORRES	san	5	48	1.9	1.9	-0.0	-0.1	-0.3	1.4		0	0.0	0.0	0.0	0.0	-0.0	-0.0		5	0.2	-0.4	0.1	-0.0	-0.1	-0.4		0	0.0	0.0	0.0	0.0	0.0	0.0		
15	C	JAMES SHEPPARD	san	67	775	8.9	8.9	0.2	-1.8	-4.5	2.8		4	-0.1	-0.1	-0.0	0.1	-0.0	-0.0		17	1.9	0.2	0.2	-0.0	-0.2	0.2		4	-0.2	0.2	0.0	-0.1	-0.1	0.1		
18	R	MIKE BROWN	san	48	355	1.1	1.1	-0.3	-1.0	-1.5	-1.7		0	0.0	-0.0	0.0	0.0	-0.0	0.0		2	0.5	0.3	0.1	-0.0	-0.0	0.3		1	-0.2	-0.0	-0.0	-0.0	-0.0	-0.1		
19	C	JOE THORNTON	san	82	1128	15.7	15.7	0.0	1.1	-9.0	7.9		53	0.2	0.2	-0.1	-0.2	-0.3	-0.4		291	40.4	12.3	-2.0	-0.6	-6.1	3.6		30	-3.5	-0.6	0.5	0.0	-0.5	-0.5		
22	D	DAN BOYLE	san	75	1233	12.8	12.8	-1.3	-1.3	-8.5	1.7		54	-0.1	-0.1	-0.1	0.2	-0.2	-0.3		255	32.4	7.9	-1.8	-0.9	-5.8	-0.7		14	-0.7	0.7	-0.1	0.0	-0.3	0.3		
27	D	SCOTT HANNAN	san	56	850	1.6	1.6	0.0	-1.3	-5.8	-5.4		27	0.3	0.3	-0.0	0.1	-0.1	0.3		7	0.0	-0.7	0.0	-0.0	-0.1	-0.8		100	-8.3	1.3	-0.5	0.3	-1.7	-0.6		
37	R	ADAM BURISH	san	15	125	0.9	0.9	0.1	-0.5	-0.5	0.0		0	0.0	0.0	0.0	-0.0	-0.0	0.0		1	0.1	-0.1	-0.0	0.0	-0.0	-0.1		16	-1.2	0.3	-0.2	0.0	-0.3	-0.2		
38	C	BRACKEN KEARNS	san	25	286	3.2	3.2	-0.2	-0.3	-1.4	1.3		1	0.1	0.1	-0.0	0.0	-0.0	0.1		18	1.3	-0.5	0.2	0.0	-0.3	-0.6		14	-1.1	0.2	-0.2	-0.2	-0.3	-0.4		
39	C	LOGAN COUTURE	san	65	867	14.4	14.4	0.7	1.5	-6.8	9.7		40	1.2	1.2	0.1	-0.3	-0.3	0.7		203	28.9	9.3	-1.0	-0.9	-4.2	3.2		82	-5.7	2.3	-0.5	0.3	-1.6	0.6		
42	R	MATT PELECH	san	6	24	-0.3	-0.3	0.1	-0.1	-0.1	-0.5		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.0	0.1	-0.0	-0.0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
43	L	JOHN MCCARTHY	san	36	341	1.5	1.5	-0.1	-0.8	-1.9	-1.3		4	-0.3	-0.3	0.1	0.1	-0.0	-0.2		4	0.5	0.1	0.1	-0.0	-0.0	0.1		37	-2.7	0.9	-0.3	-0.0	-0.6	-0.0		
44	D	MARC-EDOUARD VLASIC	san	81	1350	23.8	23.8	-0.4	0.6	-10.5	13.5		58	1.0	1.0	0.1	-0.3	-0.4	0.4		53	8.0	2.8	0.5	-0.4	-0.7	2.2		173	-13.4	3.2	0.3	0.3	-3.0	0.8		
48	C	TOMAS HERTL	san	37	467	5.6	5.6	-0.4	-0.4	-3.7	1.1		10	0.5	0.5	-0.0	-0.1	-0.1	0.4		72	8.3	1.4	0.7	-0.2	-0.9	1.0		1	-0.1	0.0	-0.0	0.0	-0.0	0.0		
52	D	MATT IRWIN	san	62	973	6.6	6.6	-0.7	-0.6	-6.9	-1.5		44	0.2	0.2	-0.3	0.0	-0.2	-0.3		122	11.3	-0.5	1.3	-0.2	-1.9	-1.2		9	-0.3	0.6	-0.1	0.0	-0.2	0.3		
57	C	TOMMY WINGELS	san	77	1016	11.8	11.8	-0.1	-0.2	-7.8	3.7		26	0.0	0.0	-0.0	0.1	-0.1	-0.0		94	8.9	-0.2	0.6	-0.2	-1.4	-1.2		90	-3.8	4.9	-0.9	0.2	-1.5	2.7		
61	D	JUSTIN BRAUN	san	82	1375	15.8	15.8	1.2	0.5	-10.7	6.8		61	0.9	0.9	-0.0	-0.2	-0.4	0.3		77	7.3	-0.2	0.7	0.2	-1.2	-0.4		177	-15.0	2.1	0.0	0.4	-2.8	-0.3		
75	C	FREDDIE HAMILTON	san	11	113	-1.6	-1.6	-0.3	-0.2	-0.7	-2.8		0	0.0	0.0	0.0	0.0	-0.0	-0.0		1	0.1	-0.0	-0.0	0.0	-0.0	-0.0		1	0.0	0.1	-0.0	-0.0	-0.0	0.0		
76	R	ERIAH HAYES	san	15	121	1.1	1.1	-0.2	-0.2	-0.6	0.2		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.0	-0.0	0.0	-0.0	-0.0	-0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
81	C	TYLER KENNEDY	san	67	786	3.7	3.7	-0.2	-0.6	-5.4	-2.5		14	0.3	0.3	-0.0	-0.0	-0.1	0.1		29	2.8	-0.0	0.5	0.3	-0.4	0.4		10	-1.8	-0.9	-0.2	0.1	-0.2	-1.1		
83	L	MATTHEW NIETO	san	66	820	5.6	5.6	-0.3	-0.9	-6.5	-2.2		14	-0.1	-0.1	-0.0	0.1	-0.1	-0.1		49	4.7	-0.0	0.5	-0.1	-0.6	-0.2		35	-1.5	1.8	-0.4	-0.1	-0.6	0.7		
88	R	BRENT BURNS	san	69	948	12.1	12.1	-0.7	0.9	-8.3	3.9		33	0.3	0.3	-0.2	-0.1	-0.2	-0.2		145	16.7	2.7	0.3	-0.2	-2.4	0.4		2	-0.1	0.2	-0.1	0.1	-0.0	0.1		
5	D	BARRET JACKMAN	stl	79	1168	3.3	3.3	0.2	-0.3	-2.0	1.2		42	-0.4	-0.4	0.0	-0.1	0.2	-0.3		2	0.0	-0.2	0.1	-0.0	0.0	-0.1		171	-13.8	2.7	-0.5	0.3	-2.5	0.1		
9	C	JADEN SCHWARTZ	stl	80	1077	4.8	4.8	0.0	1.1	-3.0	2.9		48	-0.5	-0.5	-0.1	0.2	0.2	-0.3		133	12.9	0.1	0.4	-0.1	1.4	1.7		122	-8.0	3.7	-1.1	0.3	-1.7	1.2		
10	L	BRENDEN MORROW	stl	71	760	-2.6	-2.6	-0.9	-1.2	-0.3	-5.0		0	0.0	0.0	0.0	0.0	-0.0	-0.0		63	3.5	-2.6	0.1	-0.2	0.6	-2.1		4	-0.3	0.1	-0.2	0.0	-0.1	-0.1		
12	C	DEREK ROY	stl	75	799	5.5	5.5	-1.9	-1.0	-0.1	2.6		20	0.1	0.1	-0.0	-0.1	0.1	0.1		159	16.6	1.3	-0.4	-0.2	1.6	2.2		12	-0.5	0.6	-0.3	-0.1	-0.1	0.1		
13	D	CARLO COLAIACOVO	stl	25	331	2.7	2.7	-0.6	-0.3	-0.2	1.6		7	-0.5	-0.5	0.0	0.0	0.1	-0.4		29	1.6	-1.3	0.2	0.0	0.3	-0.8		0	0.0	0.0	-0.1	0.0	-0.0	-0.0		
15	C	KEITH AUCOIN	stl	2	21	-0.4	-0.4	0.0	0.1	0.0	-0.3		0	0.0	0.0	0.0	0.0	-0.0	-0.0		0	0.3	0.2	-0.0	0.0	0.0	0.2		2	-0.2	-0.0	0.0	-0.0	-0.0	-0.1		
17	C	VLADIMIR SOBOTKA	stl	61	779	4.3	4.3	-0.1	-0.2	-1.3	2.7		36	-0.5	-0.5	-0.2	0.1	0.2	-0.5		90	7.9	-0.8	0.4	-0.1	0.8	0.3		103	-8.3	1.6	-0.4	0.3	-1.5	0.1		
18	R	TY RATTIE	stl	2	17	0.0	0.0	0.0	0.1	0.0	0.1		0	0.0	0.0	0.0	0.0	-0.0	-0.0		3	0.3	-0.1	0.0	0.0	-0.0	0.0		0	0.0	0.0	0.0	0.0	0.0	0.0		
